library_id,rm_id,input_ng,enrich_kit,preparation_kit,fragment_method,fragment_selection,fragment_range,pcr_cycle,preparation_date,spike_in,qc_concentration,qc_size,preparation_method,experiment,batch,preparation_site,stranded
library_GSM1157274,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157275,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157276,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157277,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157278,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157279,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157280,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157281,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157282,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157283,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157284,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157285,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157286,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157287,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157288,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157289,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157290,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157291,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157292,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157293,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157294,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157295,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157296,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157297,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157298,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157299,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157300,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157301,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157302,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157303,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157304,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157305,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157306,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157307,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157308,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157309,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157310,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157311,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157312,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157313,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157314,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157315,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157316,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157317,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157318,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157319,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157320,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157321,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157322,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157323,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157324,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157325,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157326,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157327,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157328,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157329,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157330,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157331,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157332,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157333,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157334,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157335,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157336,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157337,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157338,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157339,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157340,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157341,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157342,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157343,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157344,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157345,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157346,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157347,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157348,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157349,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157350,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157351,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157352,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157353,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157354,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157355,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157356,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157357,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157358,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157359,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157360,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157361,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157362,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157363,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157364,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157365,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157366,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157367,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157368,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157369,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157370,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157371,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157372,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157373,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157374,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157375,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157376,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157377,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157378,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157379,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157380,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157381,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157382,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157383,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157384,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157385,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157386,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157387,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157388,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157389,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157390,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157391,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157392,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157393,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157394,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157395,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157396,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157397,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157398,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157399,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157400,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157401,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157402,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157403,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157404,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157405,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157406,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157407,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157408,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157409,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157410,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157411,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157412,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157413,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157414,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157415,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157416,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157417,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
