library_id,rm_id,input_ng,enrich_kit,preparation_kit,fragment_method,fragment_selection,fragment_range,pcr_cycle,preparation_date,spike_in,qc_concentration,qc_size,preparation_method,experiment,batch,preparation_site,stranded
library_GSM1156948,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156949,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156950,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156951,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156952,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156953,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156954,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156955,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156956,Sample B,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156957,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156958,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156959,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156960,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156961,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156962,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156963,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156964,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156965,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156966,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156967,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156968,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156969,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156970,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156971,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156972,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156973,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156974,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156975,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156976,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156977,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156978,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156979,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156980,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156981,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156982,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156983,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156984,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156985,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156986,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156987,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156988,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156989,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156990,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156991,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156992,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156993,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156994,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156995,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156996,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156997,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156998,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1156999,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157000,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157001,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157002,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157003,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157004,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157005,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157006,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157007,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157008,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157009,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157010,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157011,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157012,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157013,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157014,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157015,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157016,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157017,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157018,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157019,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157020,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157021,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157022,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157023,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157024,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157025,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157026,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157027,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157028,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157029,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157030,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157031,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157032,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157033,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157034,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157035,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157036,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157037,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157038,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157039,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157040,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157041,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157042,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157043,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157044,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157045,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157046,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157047,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157048,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157049,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157050,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157051,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157052,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157053,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157054,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157055,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157056,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157057,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157058,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157059,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157060,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157061,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157062,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157063,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157064,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157065,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157066,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157067,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157068,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157069,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157070,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157071,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157072,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157073,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157074,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157075,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157076,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157077,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157078,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157079,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157080,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157081,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157082,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157083,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157084,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157085,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157086,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157087,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1157088,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
